,Unnamed: 0.1,Unnamed: 0,reviews,new_reviews,Positive,Negative,Neutral,Compound,Sentiment
7425,7425,7425,"
Satisfied with the product. Nice item. But durability may judged after some days
",satisfied product nice item durability may judge day,0.483,0.0,0.517,0.6808,0
7426,7426,7426,"
Jhakas 👍🏻
",jhaka,0.0,0.0,1.0,0.0,0
7427,7427,7427,"
Awesome
",awesome,1.0,0.0,0.0,0.6249,0
7428,7428,7428,"
nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7429,7429,7429,"
G good
",g good,1.0,0.0,0.0,0.4404,0
7430,7430,7430,"




                    The media could not be loaded.
                



 Bilkul bekar bag h
",medium could load bilkul bekar bag h,0.0,0.0,1.0,0.0,0
7431,7431,7431,"
Cheap quality bag
",cheap quality bag,0.0,0.0,1.0,0.0,0
7432,7432,7432,"
It's a good choice at this price
",good choice price,0.592,0.0,0.408,0.4404,0
7433,7433,7433,"
Nice bag but not as per value of money
",nice bag per value money,0.634,0.0,0.366,0.6369,0
7434,7434,7434,"
Vry nice
",vry nice,0.737,0.0,0.263,0.4215,0
7435,7435,7435,"
Very nice looking good
",nice look good,0.851,0.0,0.149,0.6908,0
7436,7436,7436,"
It is a ok one
",ok one,0.688,0.0,0.312,0.296,0
7437,7437,7437,"




                    The media could not be loaded.
                


",medium could load,0.0,0.0,1.0,0.0,0
7438,7438,7438,"
Good one for office use
",good one office use,0.492,0.0,0.508,0.4404,0
7439,7439,7439,"
Good
",good,1.0,0.0,0.0,0.4404,0
7440,7440,7440,"
Its look is nice and overall value for money.
",look nice overall value money,0.634,0.0,0.366,0.6369,0
7441,7441,7441,"
Value for money
",value money,0.706,0.0,0.294,0.34,0
7442,7442,7442,"
This is  very use full products  I am satisfied  this optima  travel  bag  thanks  to made  a nice bag
",use full product satisfied optima travel bag thank make nice bag,0.503,0.0,0.497,0.7964,0
7443,7443,7443,"
Nice purchase
",nice purchase,0.737,0.0,0.263,0.4215,0
7444,7444,7444,"
Good .Value for money.
",good value money,0.841,0.0,0.159,0.6486,0
7445,7445,7445,"
I am happy
",happy,1.0,0.0,0.0,0.5719,0
7446,7446,7446,"
GOOD PRODUCT BUT FINISHING NOT GOOD
",good product finish good,0.744,0.0,0.256,0.7003,0
7447,7447,7447,"
Poor quality...not upyo the mark.
",poor qualitynot upyo mark,0.0,0.508,0.492,-0.4767,1
7448,7448,7448,"
Great
",great,1.0,0.0,0.0,0.6249,0
7449,7449,7449,"
Just wow
",wow,1.0,0.0,0.0,0.5859,0
7450,7450,7450,"
Nice and good and big one 👍👍 also
",nice good big one also,0.655,0.0,0.345,0.6908,0
7451,7451,7451,"
Nice product for school college and travelling  it is comfortable and I m so much happy
",nice product school college travel comfortable much happy,0.662,0.0,0.338,0.8689,0
7452,7452,7452,"
Nice bag..
",nice bag,0.737,0.0,0.263,0.4215,0
7453,7453,7453,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7454,7454,7454,"
This is good product.
",good product,0.744,0.0,0.256,0.4404,0
7455,7455,7455,"
Bag very comfortable and chai very easy working
",bag comfortable chai easy working,0.674,0.0,0.326,0.7351,0
7456,7456,7456,"
Very nice products 😊 I like it
",nice product like,0.841,0.0,0.159,0.6486,0
7457,7457,7457,"
Good one
",good one,0.744,0.0,0.256,0.4404,0
7458,7458,7458,"
Zip are not good
",zip good,0.744,0.0,0.256,0.4404,0
7459,7459,7459,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7460,7460,7460,"
Nice product , worth it
",nice product worth,0.825,0.0,0.175,0.5719,0
7461,7461,7461,"
I just love this product. I haven't used it yet but the bag is totally perfect ❤. Thank you amazon
",love product have not use yet bag totally perfect thank amazon,0.649,0.0,0.351,0.9175,0
7462,7462,7462,"
I dislike this product of bag.
",dislike product bag,0.0,0.565,0.435,-0.3818,1
7463,7463,7463,"
This price point me best bag he or kya sahiye
",price point good bag kya sahiye,0.367,0.0,0.633,0.4404,0
7464,7464,7464,"
Not as big as it shows in picture... Okay okay kind of product
",big show picture okay okay kind product,0.643,0.0,0.357,0.7351,0
7465,7465,7465,"
Material is not good only Show
",material good show,0.592,0.0,0.408,0.4404,0
7466,7466,7466,"
Bag handle not good
",bag handle good,0.592,0.0,0.408,0.4404,0
7467,7467,7467,"
Good.......like it
",goodlike,0.0,0.0,1.0,0.0,0
7468,7468,7468,"
nice
",nice,1.0,0.0,0.0,0.4215,0
7469,7469,7469,"
Bag materials is best for traveling.
",bag material well travel,0.412,0.0,0.588,0.2732,0
7470,7470,7470,"
Good
",good,1.0,0.0,0.0,0.4404,0
7471,7471,7471,"
Very thick bag
",thick bag,0.0,0.0,1.0,0.0,0
7472,7472,7472,"
It's too good bag and look is so well
",good bag look well,0.714,0.0,0.286,0.6124,0
7473,7473,7473,"
As compare to price product is good but we can't use long day or heavy weight,for simple use only.
",compare price product good can not use long day heavy weightfor simple use,0.195,0.0,0.805,0.4404,0
7474,7474,7474,"
Nice product in low price.
",nice product low price,0.406,0.304,0.29,0.1779,0
7475,7475,7475,"
Quality was not good
",quality good,0.744,0.0,0.256,0.4404,0
7476,7476,7476,"
Value of money
",value money,0.706,0.0,0.294,0.34,0
7477,7477,7477,"
Okay.
",okay,1.0,0.0,0.0,0.2263,0
7478,7478,7478,"
Good product and nice quality really good clothes uses
",good product nice quality really good clothe use,0.632,0.0,0.368,0.8225,0
7479,7479,7479,"
Water resistance. 80%Travelling. 100%Durability. Good
",water resistance 80travelling 100durability good,0.42,0.0,0.58,0.4404,0
7480,7480,7480,"
Best purchase
",good purchase,0.744,0.0,0.256,0.4404,0
7481,7481,7481,"
Good
",good,1.0,0.0,0.0,0.4404,0
7482,7482,7482,"
qulity is no good
",qulity good,0.744,0.0,0.256,0.4404,0
7483,7483,7483,"
If your kid takes more books do not buy this product it will not work good for you
",kid take book buy product work good,0.326,0.0,0.674,0.4404,0
7484,7484,7484,"
Very nice
",nice,1.0,0.0,0.0,0.4215,0
7485,7485,7485,"
I like this beg very much
",like beg much,0.556,0.0,0.444,0.3612,0
7486,7486,7486,"
Good one, value for money
",good one value money,0.726,0.0,0.274,0.6486,0
7487,7487,7487,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7488,7488,7488,"
Product damage
",product damage,0.0,0.762,0.238,-0.4939,1
7489,7489,7489,"
This product is very good.
",product good,0.744,0.0,0.256,0.4404,0
7490,7490,7490,"
I found this bag beard and teared condition..
",find bag beard tear condition,0.0,0.0,1.0,0.0,0
7491,7491,7491,"
Average
",average,0.0,0.0,1.0,0.0,0
7492,7492,7492,"
Good productI like it.Nice bag.
",good producti like itnice bag,0.643,0.0,0.357,0.6597,0
7493,7493,7493,"
Its little Gud but not much space
",little gud much space,0.0,0.0,1.0,0.0,0
7494,7494,7494,"
Very nice bag but not send senitizer and mask
",nice bag send senitizer mask,0.412,0.0,0.588,0.4215,0
7495,7495,7495,"
Flexible and robust after 4 month..happy with the quality.
",flexible robust 4 monthhappy quality,0.683,0.0,0.317,0.5106,0
7496,7496,7496,"
Thus price it is a good bag. Durable and enough space
",thus price good bag durable enough space,0.326,0.0,0.674,0.4404,0
7497,7497,7497,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7498,7498,7498,"
All good but quality should be improved little more
",good quality improve little,0.744,0.0,0.256,0.7003,0
7499,7499,7499,"
Good products
",good product,0.744,0.0,0.256,0.4404,0
7500,7500,7500,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7501,7501,7501,"
Medium nice
",medium nice,0.737,0.0,0.263,0.4215,0
7502,7502,7502,"
Substandard material
",substandard material,0.0,0.0,1.0,0.0,0
7503,7503,7503,"
The zippers went bad in 1 week.
",zipper go bad 1 week,0.0,0.538,0.462,-0.5423,1
7504,7504,7504,"
Good
",good,1.0,0.0,0.0,0.4404,0
7505,7505,7505,"
That bag not as that show in image and also not tough
",bag show image also tough,0.0,0.273,0.727,-0.128,1
7506,7506,7506,"
This is amezing bag
",ameze bag,0.0,0.0,1.0,0.0,0
7507,7507,7507,"
Very poor sib already damaged
",poor sib already damage,0.0,0.759,0.241,-0.743,1
7508,7508,7508,"
very good quality
",good quality,0.744,0.0,0.256,0.4404,0
7509,7509,7509,"
Super look
",super look,0.796,0.0,0.204,0.5994,0
7510,7510,7510,"
Good product at this price I wrought only 380 rs
",good product price wrought 380 rs,0.367,0.0,0.633,0.4404,0
7511,7511,7511,"
It's good product college going
",good product college go,0.492,0.0,0.508,0.4404,0
7512,7512,7512,"
Very good
",good,1.0,0.0,0.0,0.4404,0
7513,7513,7513,"
Bad quality material
",bad quality material,0.0,0.636,0.364,-0.5423,1
7514,7514,7514,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7515,7515,7515,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7516,7516,7516,"
Good product at nice price.Happy with this bag at this price
",good product nice pricehappy bag price,0.588,0.0,0.412,0.6908,0
7517,7517,7517,"
Quality is too good....in such low price
",quality goodin low price,0.0,0.412,0.588,-0.2732,1
7518,7518,7518,"
Bag was damaged ☹️😭😭
",bag damage,0.0,0.762,0.238,-0.4939,1
7519,7519,7519,"
It's good
",good,1.0,0.0,0.0,0.4404,0
7520,7520,7520,"
Color is bit different but the bag is worth the price
",color bit different bag worth price,0.275,0.0,0.725,0.2263,0
7521,7521,7521,"
Not that much value
",much value,0.706,0.0,0.294,0.34,0
7522,7522,7522,"
Value for money
",value money,0.706,0.0,0.294,0.34,0
7523,7523,7523,"
Nice product at best priceI bought for 389With free delivery
",nice product good pricei buy 389with free delivery,0.643,0.0,0.357,0.8402,0
7524,7524,7524,"
Oky Prodact
",oky prodact,0.0,0.0,1.0,0.0,0
7525,7525,7525,"
Good Product.. Quality was Excellent
",good product quality excellent,0.767,0.0,0.233,0.765,0
7526,7526,7526,"
Mother cycle
",mother cycle,0.0,0.0,1.0,0.0,0
7527,7527,7527,"
Exlent
",exlent,0.0,0.0,1.0,0.0,0
7528,7528,7528,"
Value for money
",value money,0.706,0.0,0.294,0.34,0
7529,7529,7529,"
Zipper isn't good and stitches also isn't good .
",zipper be not good stitch also be not good,0.0,0.407,0.593,-0.5875,1
7530,7530,7530,"
Very bad product
",bad product,0.0,0.778,0.222,-0.5423,1
7531,7531,7531,"
Good item
",good item,0.744,0.0,0.256,0.4404,0
7532,7532,7532,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7533,7533,7533,"
Yes
",yes,1.0,0.0,0.0,0.4019,0
7534,7534,7534,"
Quality is not good
",quality good,0.744,0.0,0.256,0.4404,0
7535,7535,7535,"
Bag is not water resistant
",bag water resistant,0.0,0.0,1.0,0.0,0
7536,7536,7536,"
Low quality
",low quality,0.0,0.677,0.323,-0.2732,1
7537,7537,7537,"
An excellent product for the given price
",excellent product give price,0.552,0.0,0.448,0.5719,0
7538,7538,7538,"
Got the same product as in the picture. Nice Bag. Comfortable.
",get product picture nice bag comfortable,0.604,0.0,0.396,0.7269,0
7539,7539,7539,"
Good
",good,1.0,0.0,0.0,0.4404,0
7540,7540,7540,"
Very good
",good,1.0,0.0,0.0,0.4404,0
7541,7541,7541,"
simply awesome and worthy
",simply awesome worthy,0.875,0.0,0.125,0.7906,0
7542,7542,7542,"
It's amazing deal for me
",amazing deal,0.792,0.0,0.208,0.5859,0
7543,7543,7543,"
It's good in this price. But  i only  noticed a problem that is upper covers  lower side is very thin.
",good price notice problem upper cover low side thin,0.212,0.35,0.438,-0.2263,1
7544,7544,7544,"
Good bag
",good bag,0.744,0.0,0.256,0.4404,0
7545,7545,7545,"
Nice bagClassy lookModern style
",nice bagclassy lookmodern style,0.483,0.0,0.517,0.4215,0
7546,7546,7546,"
No water resistant but well durability.
",water resistant well durability,0.412,0.0,0.588,0.2732,0
7547,7547,7547,"
Good
",good,1.0,0.0,0.0,0.4404,0
7548,7548,7548,"
Shoulder straps start coming out after just 1 day of use.
",shoulder strap start come 1 day use,0.0,0.0,1.0,0.0,0
7549,7549,7549,"
Not good
",good,1.0,0.0,0.0,0.4404,0
7550,7550,7550,"
I like this product.....
",like product,0.714,0.0,0.286,0.3612,0
7551,7551,7551,"
It is a nice bag and it has lot of space. It is value for money.
",nice bag lot space value money,0.565,0.0,0.435,0.6369,0
7552,7552,7552,"
Not as big as it is looking but it's a good one at this price
",big look good one price,0.42,0.0,0.58,0.4404,0
7553,7553,7553,"
Jo photo me dikhti hai utni sexy nai hai
",jo photo dikhti hai utni sexy nai hai,0.327,0.0,0.673,0.5267,0
7554,7554,7554,"
Good
",good,1.0,0.0,0.0,0.4404,0
7555,7555,7555,"
Perfect bag for college school students
",perfect bag college school student,0.481,0.0,0.519,0.5719,0
7556,7556,7556,"
Super
",super,1.0,0.0,0.0,0.5994,0
7557,7557,7557,"
Delivered as expected
",deliver expect,0.0,0.0,1.0,0.0,0
7558,7558,7558,"
Good
",good,1.0,0.0,0.0,0.4404,0
7559,7559,7559,"
It's super product
",super product,0.796,0.0,0.204,0.5994,0
7560,7560,7560,"
Design looks good and was worthy of price
",design look good worthy price,0.659,0.0,0.341,0.7003,0
7561,7561,7561,"
It is nice but not so that I'll give 5 star to it
",nice ill give 5 star,0.368,0.368,0.263,0.0,0
7562,7562,7562,"
Good to use
",good use,0.744,0.0,0.256,0.4404,0
7563,7563,7563,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7564,7564,7564,"
very good
",good,1.0,0.0,0.0,0.4404,0
7565,7565,7565,"
Nice 👍
",nice,1.0,0.0,0.0,0.4215,0
7566,7566,7566,"
The bag is good..but it is not water resistant
",bag goodbut water resistant,0.0,0.0,1.0,0.0,0
7567,7567,7567,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
7568,7568,7568,"
Very nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7569,7569,7569,"
Overall good ....
",overall good,0.744,0.0,0.256,0.4404,0
7570,7570,7570,"
Just ok ok product
",ok ok product,0.815,0.0,0.185,0.5267,0
7571,7571,7571,"
Super
",super,1.0,0.0,0.0,0.5994,0
7572,7572,7572,"
Good item . Worth of money...
",good item worth money,0.706,0.0,0.294,0.5859,0
7573,7573,7573,"
Not like image provided different colour recieved
",like image provide different colour recieve,0.333,0.0,0.667,0.3612,0
7574,7574,7574,"
The stiches on the bag have started breaking/ coming out within a month from delivery.
",stiche bag start break come within month delivery,0.0,0.0,1.0,0.0,0
7575,7575,7575,"
Good bag but wigeth loo
",good bag wigeth loo,0.492,0.0,0.508,0.4404,0
7576,7576,7576,"
Ok
",ok,1.0,0.0,0.0,0.296,0
7577,7577,7577,"
Product not that much quality but ok for buying purpose....!!!
",product much quality ok buying purpose,0.306,0.0,0.694,0.296,0
7578,7578,7578,"
Super
",super,1.0,0.0,0.0,0.5994,0
7579,7579,7579,"
Not satisfied
",satisfied,1.0,0.0,0.0,0.4215,0
7580,7580,7580,"
Jeep broken
",jeep break,0.0,0.0,1.0,0.0,0
7581,7581,7581,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7582,7582,7582,"
Like
",like,1.0,0.0,0.0,0.3612,0
7583,7583,7583,"
Good products
",good product,0.744,0.0,0.256,0.4404,0
7584,7584,7584,"
Quality is not good
",quality good,0.744,0.0,0.256,0.4404,0
7585,7585,7585,"
Nice products 👌 battery quality value for money
",nice product battery quality value money,0.565,0.0,0.435,0.6369,0
7586,7586,7586,"
I liked it as it is totally worth it in this value of money.
",like totally worth value money,0.787,0.0,0.213,0.7485,0
7587,7587,7587,"
Good product very affordable at low cost
",good product affordable low cost,0.362,0.263,0.375,0.2023,0
7588,7588,7588,"
That is very good and its storage is also good i use this in my school
",good storage also good use school,0.592,0.0,0.408,0.7003,0
7589,7589,7589,"
Very nice product thenx amazon
",nice product thenx amazon,0.692,0.0,0.308,0.5423,0
7590,7590,7590,"
Ok
",ok,1.0,0.0,0.0,0.296,0
7591,7591,7591,"
👌 nice
",nice,1.0,0.0,0.0,0.4215,0
7592,7592,7592,"
Laptop cusion care is very bad
",laptop cusion care bad,0.368,0.402,0.23,-0.0772,1
7593,7593,7593,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7594,7594,7594,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
7595,7595,7595,"
average
",average,0.0,0.0,1.0,0.0,0
7596,7596,7596,"
Good
",good,1.0,0.0,0.0,0.4404,0
7597,7597,7597,"
Like this product
",like product,0.714,0.0,0.286,0.3612,0
7598,7598,7598,"
very good
",good,1.0,0.0,0.0,0.4404,0
7599,7599,7599,"
The material of this bag is not upto our expectations. But looks good
",material bag upto expectation look good,0.367,0.0,0.633,0.4404,0
7600,7600,7600,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7601,7601,7601,"
Good product..👌I can't do any bad comments🤗 I got 379+40 Rs.419
",good producti can not bad comment get 37940 rs419,0.451,0.0,0.549,0.6956,0
7602,7602,7602,"
Good
",good,1.0,0.0,0.0,0.4404,0
7603,7603,7603,"
Nice product
",nice product,0.737,0.0,0.263,0.4215,0
7604,7604,7604,"
Ok fine
",ok fine,1.0,0.0,0.0,0.4588,0
7605,7605,7605,"
Quality was good but it can be better but i love it
",quality good well love,0.902,0.0,0.098,0.8481,0
7607,7607,7607,"
Very good quality of bag 👍👌👌👌
",good quality bag,0.592,0.0,0.408,0.4404,0
7608,7608,7608,"
Nice one
",nice one,0.737,0.0,0.263,0.4215,0
7609,7609,7609,"
Product is good and light weight . easily carry for traveling,school, college etc
",product good light weight easily carry travelingschool college etc,0.431,0.0,0.569,0.6486,0
7610,7610,7610,"
Very good product
",good product,0.744,0.0,0.256,0.4404,0
7611,7611,7611,"
Good quality but only jeep quality id poor other wise very good product
",good quality jeep quality i d poor wise good product,0.556,0.194,0.25,0.7003,0
7612,7612,7612,"
Its very good
",good,1.0,0.0,0.0,0.4404,0
7613,7613,7613,"
For travelling
",travel,0.0,0.0,1.0,0.0,0
7614,7614,7614,"
Good in all sectors
",good sector,0.744,0.0,0.256,0.4404,0
7615,7615,7615,"
Very quality bag
",quality bag,0.0,0.0,1.0,0.0,0
7616,7616,7616,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7617,7617,7617,"
Not good
",good,1.0,0.0,0.0,0.4404,0
7618,7618,7618,"
Pathetic
",pathetic,0.0,1.0,0.0,-0.5719,1
7619,7619,7619,"
Nice Bag
",nice bag,0.737,0.0,0.263,0.4215,0
7620,7620,7620,"
It's good product by Amazon..Water resistant and looking stylish..
",good product amazonwater resistant look stylish,0.367,0.0,0.633,0.4404,0
7621,7621,7621,"
Very bad
",bad,0.0,1.0,0.0,-0.5423,1
7622,7622,7622,"
Item small
",item small,0.0,0.0,1.0,0.0,0
7623,7623,7623,"
It's good to handle, just perfect
",good handle perfect,0.868,0.0,0.132,0.765,0
7624,7624,7624,"
I like it
",like,1.0,0.0,0.0,0.3612,0
7625,7625,7625,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7626,7626,7626,"
Like
",like,1.0,0.0,0.0,0.3612,0
7627,7627,7627,"
Good price
",good price,0.744,0.0,0.256,0.4404,0
7628,7628,7628,"
Very nice
",nice,1.0,0.0,0.0,0.4215,0
7629,7629,7629,"
Not useful
",useful,1.0,0.0,0.0,0.4404,0
7630,7630,7630,"
Good
",good,1.0,0.0,0.0,0.4404,0
7631,7631,7631,"
Bad
",bad,0.0,1.0,0.0,-0.5423,1
7632,7632,7632,"
Good to use for college or office or school.
",good use college office school,0.42,0.0,0.58,0.4404,0
7633,7633,7633,"
Good
",good,1.0,0.0,0.0,0.4404,0
7634,7634,7634,"
Like durability
",like durability,0.714,0.0,0.286,0.3612,0
7636,7636,7636,"
Very nice
",nice,1.0,0.0,0.0,0.4215,0
7637,7637,7637,"
Dislike product
",dislike product,0.0,0.722,0.278,-0.3818,1
7638,7638,7638,"
Good product ....large , looks good
",good product large look good,0.659,0.0,0.341,0.7003,0
7639,7639,7639,"
Nice product on this range
",nice product range,0.583,0.0,0.417,0.4215,0
7640,7640,7640,"
Good Quality
",good quality,0.744,0.0,0.256,0.4404,0
7641,7641,7641,"
Good
",good,1.0,0.0,0.0,0.4404,0
7642,7642,7642,"
Good one
",good one,0.744,0.0,0.256,0.4404,0
7643,7643,7643,"
Excellent product
",excellent product,0.787,0.0,0.213,0.5719,0
7644,7644,7644,"
Spectacular for rough use.
",spectacular rough use,0.0,0.0,1.0,0.0,0
7645,7645,7645,"
Good, I am satisfied
",good satisfied,1.0,0.0,0.0,0.6908,0
7646,7646,7646,"
good quality product received in reasonable price..
",good quality product receive reasonable price,0.367,0.0,0.633,0.4404,0
7647,7647,7647,"
Good. Not using yet
",good use yet,0.592,0.0,0.408,0.4404,0
7648,7648,7648,"
Good
",good,1.0,0.0,0.0,0.4404,0
7649,7649,7649,"
Bad
",bad,0.0,1.0,0.0,-0.5423,1
7650,7650,7650,"
Excellent product
",excellent product,0.787,0.0,0.213,0.5719,0
7651,7651,7651,"
Colour and quality good
",colour quality good,0.592,0.0,0.408,0.4404,0
7652,7652,7652,"
Good product 😍😍
",good product,0.744,0.0,0.256,0.4404,0
7653,7653,7653,"
Its ok in this price group
",ok price group,0.524,0.0,0.476,0.296,0
7654,7654,7654,"
A good product in this range I love this bag
",good product range love bag,0.703,0.0,0.297,0.7964,0
7655,7655,7655,"
Durability and value for money.
",durability value money,0.545,0.0,0.455,0.34,0
7656,7656,7656,"
Good facility on amazon
",good facility amazon,0.821,0.0,0.179,0.5574,0
7657,7657,7657,"
little bit damage but overall ok product
",little bit damage overall ok product,0.241,0.32,0.439,-0.1832,1
7658,7658,7658,"
Easy to carry
",easy carry,0.744,0.0,0.256,0.4404,0
7659,7659,7659,"
Very bad quality.
",bad quality,0.0,0.778,0.222,-0.5423,1
7660,7660,7660,"
Gud quality ... nice one..
",gud quality nice one,0.483,0.0,0.517,0.4215,0
7661,7661,7661,"
Gread deal with a great price.. This time it was awesome👏✊👍..
",gread deal great price time awesome,0.672,0.0,0.328,0.8481,0
7662,7662,7662,"
Super
",super,1.0,0.0,0.0,0.5994,0
7663,7663,7663,"
Rate is high product quality not matched
",rate high product quality match,0.0,0.0,1.0,0.0,0
7664,7664,7664,"
bed
",bed,0.0,0.0,1.0,0.0,0
7665,7665,7665,"
Very worst sack
",bad sack,0.0,0.778,0.222,-0.5423,1
7666,7666,7666,"
Excellent quality
",excellent quality,0.787,0.0,0.213,0.5719,0
7667,7667,7667,"
Bag very comfortable no any quary
",bag comfortable quary,0.623,0.0,0.377,0.5106,0
7668,7668,7668,"
It's awesome and price worthy product
",awesome price worthy product,0.778,0.0,0.222,0.7906,0
7669,7669,7669,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7670,7670,7670,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7671,7671,7671,"
good product
",good product,0.744,0.0,0.256,0.4404,0
7672,7672,7672,"
Nice excellent product
",nice excellent product,0.867,0.0,0.133,0.7579,0
7673,7673,7673,"
Very good quality. Good in size.
",good quality good size,0.744,0.0,0.256,0.7003,0
7674,7674,7674,"
Best
",well,1.0,0.0,0.0,0.2732,0
7675,7675,7675,"
Good
",good,1.0,0.0,0.0,0.4404,0
7676,7676,7676,"
Wrong colour bag provide.
",wrong colour bag provide,0.0,0.508,0.492,-0.4767,1
7677,7677,7677,"
Spend some more money  and get better than it.
",spend money get well,0.412,0.0,0.588,0.2732,0
7678,7678,7678,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7679,7679,7679,"
The bag is very good I like it .
",bag good like,0.844,0.0,0.156,0.6597,0
7680,7680,7680,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7681,7681,7681,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7682,7682,7682,"
Like
",like,1.0,0.0,0.0,0.3612,0
7683,7683,7683,"
Nice product.... Thnks to Amazon
",nice product thnk amazon,0.692,0.0,0.308,0.5423,0
7684,7684,7684,"
Nice bag.
",nice bag,0.737,0.0,0.263,0.4215,0
7685,7685,7685,"
Good
",good,1.0,0.0,0.0,0.4404,0
7686,7686,7686,"
OK
",ok,1.0,0.0,0.0,0.296,0
7687,7687,7687,"
Worst product
",bad product,0.0,0.778,0.222,-0.5423,1
7688,7688,7688,"
Ok
",ok,1.0,0.0,0.0,0.296,0
7689,7689,7689,"
Ok
",ok,1.0,0.0,0.0,0.296,0
7690,7690,7690,"
Nice product at this price
",nice product price,0.583,0.0,0.417,0.4215,0
7691,7691,7691,"
Good bag
",good bag,0.744,0.0,0.256,0.4404,0
7692,7692,7692,"
I think is good nathank very good
",think good nathank good,0.744,0.0,0.256,0.7003,0
7693,7693,7693,"
Very good item
",good item,0.744,0.0,0.256,0.4404,0
7694,7694,7694,"
Must pawerfull bag
",must pawerfull bag,0.0,0.0,1.0,0.0,0
7695,7695,7695,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7696,7696,7696,"
Cool
",cool,1.0,0.0,0.0,0.3182,0
7697,7697,7697,"
Good in this range....
",good range,0.744,0.0,0.256,0.4404,0
7698,7698,7698,"
Cool
",cool,1.0,0.0,0.0,0.3182,0
7699,7699,7699,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7700,7700,7700,"
बकवास
",बकवस,0.0,0.0,1.0,0.0,0
7701,7701,7701,"
Bad product
",bad product,0.0,0.778,0.222,-0.5423,1
7702,7702,7702,"
It's useful
",useful,1.0,0.0,0.0,0.4404,0
7703,7703,7703,"
Helpful
",helpful,1.0,0.0,0.0,0.4215,0
7704,7704,7704,"
Worthy..
",worthy,1.0,0.0,0.0,0.4404,0
7705,7705,7705,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7706,7706,7706,"
Very gd product
",gd product,0.0,0.0,1.0,0.0,0
7707,7707,7707,"
Very poor quality........
",poor quality,0.0,0.756,0.244,-0.4767,1
7708,7708,7708,"
Not that upto the satisfaction
",upto satisfaction,0.744,0.0,0.256,0.4404,0
7709,7709,7709,"
Not valueable for money..
",valueable money,0.0,0.0,1.0,0.0,0
7710,7710,7710,"
Worth to buy
",worth buy,0.655,0.0,0.345,0.2263,0
7711,7711,7711,"
Nice and best product
",nice good product,0.851,0.0,0.149,0.6908,0
7712,7712,7712,"
Product quality is very poor.. only looking good in photo..
",product quality poor look good photo,0.29,0.31,0.4,-0.0516,1
7713,7713,7713,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7714,7714,7714,"
Good
",good,1.0,0.0,0.0,0.4404,0
7715,7715,7715,"
Best for money
",good money,0.744,0.0,0.256,0.4404,0
7716,7716,7716,"
Very good quality with value for money
",good quality value money,0.726,0.0,0.274,0.6486,0
7717,7717,7717,"
Great space and user helped bag at low cost
",great space user help bag low cost,0.527,0.163,0.31,0.6908,0
7718,7718,7718,"
Thanks you
",thank,1.0,0.0,0.0,0.3612,0
7719,7719,7719,"
Price is high but quality not good
",price high quality good,0.492,0.0,0.508,0.4404,0
7720,7720,7720,"
Interior was waste
",interior waste,0.0,0.737,0.263,-0.4215,1
7721,7721,7721,"
Nice bag but please make proper place for laptop
",nice bag please make proper place laptop,0.505,0.0,0.495,0.6249,0
7722,7722,7722,"
Good
",good,1.0,0.0,0.0,0.4404,0
7723,7723,7723,"
Stitches are very bad
",stitch bad,0.0,0.778,0.222,-0.5423,1
7724,7724,7724,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7725,7725,7725,"
Okay
",okay,1.0,0.0,0.0,0.2263,0
7726,7726,7726,"
Good quality.value of money
",good qualityvalue money,0.592,0.0,0.408,0.4404,0
7727,7727,7727,"
Is a small beg I need big bag
",small beg need big bag,0.0,0.0,1.0,0.0,0
7728,7728,7728,"
Good one
",good one,0.744,0.0,0.256,0.4404,0
7729,7729,7729,"
Very good as per price 👍🏻
",good per price,0.592,0.0,0.408,0.4404,0
7730,7730,7730,"
Travelling
",travel,0.0,0.0,1.0,0.0,0
