,Unnamed: 0,reviews,new_reviews
2464,2464,"
Has many compartments. The space theme is beautiful. Bag is spacious enough
",many compartment space theme beautiful bag spacious enough
2465,2465,"
Worth to buy within the price
",worth buy within price
2466,2466,"
Best sky bag
",good sky bag
2467,2467,"
Nice one
",nice one
2468,2468,"
Excellent product and got it for very good deal.
",excellent product get good deal
2469,2469,"
It is original sky bag having good quality and stitches. Bag is good for school going children and also for adults. Bag having good size for travel purpose or for school purpose.
",original sky bag good quality stitch bag good school go child also adult bag good size travel purpose school purpose
2470,2470,"
I am reviewing after 3 day use. Quality of bag is excellent. Zips are high quality. Lining is also high quality. Stichting and shape is excellent. Proper space available.
",review 3 day use quality bag excellent zips high quality lining also high quality stichting shape excellent proper space available
2471,2471,"
This travel bag is good , the material used in this is soft and comfortable. The space is good and contains 3 chains . And the style is also super cool
",travel bag good material use soft comfortable space good contain 3 chain style also super cool
2472,2472,"
Quality of the bag is very good.It has different compartments for keeping all varieties of things.It looks very stylish as well..
",quality bag goodit different compartment keep variety thingsit look stylish well
2473,2473,"
Good product with a decent size and best quality recommended to students and for camping works
",good product decent size good quality recommend student camp work
2474,2474,"
I have ordered this for my daughter , it is very spacious and durable. Colour and Design is truly awesome. Value for money. It is paisa vasool backpack .
",order daughter spacious durable colour design truly awesome value money paisa vasool backpack
2475,2475,"
Good backpacks not only look great, they feel great! Padded handles, padded shoulder straps, and chest straps add that extra comfort and stability to ensure effortless trips
",good backpack look great feel great padded handle pad shoulder strap chest strap add extra comfort stability ensure effortless trip
2476,2476,"
No laptop compartment,no inside hidden pocket, only special feature is rain cover nothing else. Just a simple feature bag nothing extra. But skybag is skybag. Quality is at it's best. Chain is very smooth like butter. My last skybag was purchased 5.5 years ago. Old skybag is still great but facing chain issue and it's almost 5.5 years old. So I bought a new one. Skybag never compromise with quality.
",laptop compartmentno inside hidden pocket special feature rain cover nothing else simple feature bag nothing extra skybag skybag quality good chain smooth like butter last skybag purchase 55 year ago old skybag still great face chain issue almost 55 year old buy new one skybag never compromise quality
2477,2477,"
No pouch in side bag
",pouch side bag
2478,2478,"
Tha bag quality is not as expected
",tha bag quality expect
2479,2479,"
The bag is of very good quality and seems durable. It is spacious and the school books fit in very well.My son loves it
",bag good quality seem durable spacious school book fit wellmy son love
2480,2480,"
Amazing spacing of bag good for school kids
",amazing spacing bag good school kid
2481,2481,"
Doesn’t have Rain cover other than everything is good. No compromise in quality, colour which looks same as shown in display,Good performance.
",do not rain cover everything good compromise quality colour look show displaygood performance
2482,2482,"




                    The media could not be loaded.
                



Nice product
",medium could load nice product
2483,2483,"
Perfect
",perfect
2484,2484,"
Quality is Very Good with Light Weight.Size is Decent for College and small your usage.Stitching and Material is Very nice.
",quality good light weightsize decent college small usagestitching material nice
2485,2485,"
Light weight and having good space, purchased for 7th standard class
",light weight good space purchase 7th standard class
2486,2486,"
Absolutely loved the product the quality was good and nice and the delivery was sooner than expected
",absolutely love product quality good nice delivery soon expect
2487,2487,"
Super qualityApperance good except white
",super qualityapperance good except white
2488,2488,"
Good product.
",good product
2489,2489,"
I buyed it in 800rs so good
",buy 800rs good
2490,2490,"
Child is very comfortable to use it
",child comfortable use
2491,2491,"
Light weight bag very nice one below  1000 from VIP international. Thank you
",light weight bag nice one 1000 vip international thank
2492,2492,"
Very good quality,light weight, it's durable and value for money product
",good qualitylight weight durable value money product
2493,2493,"
There are many compartments which make it spacious. Overall Good quality
",many compartment make spacious overall good quality
2494,2494,"
Good product by skybags. It's durable and colors are vibrant
",good product skybag durable color vibrant
2495,2495,"
Liked it
",like
2496,2496,"
Nice bag .. very nice quality .. loved it
",nice bag nice quality love
2497,2497,"
The material used and finishing of the back pack is simply superb and have the good storage space.
",material use finish back pack simply superb good storage space
2498,2498,"
The product is classy and stylish and it is suitable for young people , worth buying it
",product classy stylish suitable young people worth buy
2499,2499,"
Quality is very good..
",quality good
2500,2500,"
Good quality n attractive colour
",good quality n attractive colour
2501,2501,"
Very nice quality and have a great space
",nice quality great space
2502,2502,"
Bag is strong enough and multi pocket so that books , copies, lunch box etc can be kept in different pockets
",bag strong enough multi pocket book copies lunch box etc keep different pocket
2503,2503,"
Very good quality 💯😸
",good quality
2504,2504,"
Nice quality
",nice quality
2505,2505,"
Skybags Riddle Sea Green Casual Backpack with Raincover for boys and men
",skybag riddle sea green casual backpack raincover boy man
2506,2506,"
I brought this for my kid of 4th Std… the bag quality is very good.
",bring kid 4th std bag quality good
2507,2507,"
The product is up to the mark 😊
",product mark
2508,2508,"
Nice one same shown in the picture
",nice one show picture
2509,2509,"
Skybag good product
",skybag good product
2510,2510,"
Colour is awesomeThere should be laptop sleeve
",colour awesomethere laptop sleeve
2511,2511,"
Really nice product thank you
",really nice product thank
2512,2512,"
Good product
",good product
2513,2513,"
I like this bag.
",like bag
2514,2514,"
The quality of Skybags backpacks has been wonderful for so long. Worth buying. Greatly satisfied with the product. Maybe the price would have been somewhat low, though it's a nice product compared to the other bags in this price range. If your budget is between 1000-1200, this bag is the best pick.
",quality skybag backpack wonderful long worth buy greatly satisfied product maybe price would somewhat low though nice product compare bag price range budget 10001200 bag good pick
2515,2515,"
Specious, trendy & meets the expectation.
",specious trendy meet expectation
2516,2516,"
Good product
",good product
2517,2517,"
It was very much liked by my daughter. Colour is amazing and so is the quality.
",much like daughter colour amazing quality
2518,2518,,
2519,2519,"
Very good quality and lightweight
",good quality lightweight
2520,2520,"
Nice quality
",nice quality
2521,2521,"
Lightweight, good construction and zips. Great design. Highly recommended.
",lightweight good construction zips great design highly recommend
2522,2522,"
Looks good nd quality is good as well 👍🏻
",look good nd quality good well
2523,2523,"
I like everything  about this 🎒
",like everything
2524,2524,"
Great! Best bag for college or school.
",great good bag college school
2525,2525,"
Good quality of bag... Definitely purchase the bag
",good quality bag definitely purchase bag
2526,2526,"
The bag looks so good. The colour combination is too cute.  So comfortable for school/ office use.
",bag look good colour combination cute comfortable school office use
2527,2527,"
Nice fancy bag. My daughter liked it very much.
",nice fancy bag daughter like much
2528,2528,"
Please come for the return
",please come return
2529,2529,"
Good quality value for money
",good quality value money
2530,2530,"
Durable
",durable
2531,2531,"
Lovely backpack
",lovely backpack
2532,2532,"
Looks good nd quality is good as well 👍🏻
",look good nd quality good well
2533,2533,"
I like everything  about this 🎒
",like everything
2534,2534,"
Great! Best bag for college or school.
",great good bag college school
2535,2535,"
Good quality of bag... Definitely purchase the bag
",good quality bag definitely purchase bag
2536,2536,"
The bag looks so good. The colour combination is too cute.  So comfortable for school/ office use.
",bag look good colour combination cute comfortable school office use
2537,2537,"
Nice fancy bag. My daughter liked it very much.
",nice fancy bag daughter like much
2538,2538,"
Please come for the return
",please come return
2539,2539,"
Good quality value for money
",good quality value money
2540,2540,"
Durable
",durable
2541,2541,"
Lovely backpack
",lovely backpack
2542,2542,"
This is a very good product. But its print colour is not same as shown in the picture.
",good product print colour show picture
2543,2543,"
Quality is good but i have received a different colour so kindly check.....
",quality good receive different colour kindly check
2544,2544,"
Its. A good but i don't loved it..... its not best its a good
",good do not love well good
2545,2545,"
Ordered for my niece. Color is not the same but she's happy
",order niece color she s happy
2546,2546,"
College
",college
2547,2547,"
Very nice bag as shown in pics 👍👍
",nice bag show pic
2548,2548,"
This bag is very light weight and value for money .
",bag light weight value money
2549,2549,"
The colour is not as purple as shown in the picture, it's dark violet. I returned it and bought for the second time but the same product was received. Not satisfied with the colour.
",colour purple show picture dark violet return buy second time product receive satisfied colour
2550,2550,"
Good quality
",good quality
2551,2551,"
Thik hai bass
",thik hai bass
2552,2552,"
This is for my daughter school bags,she is studying 11 th,this is great bag,she was very happy yyyyy....
",daughter school bagsshe study 11 ththis great bagshe happy yyyyy
2553,2553,"
Was a gift, was very well received. Nice product.
",gift well receive nice product
2554,2554,"
Very usefull and have durability
",usefull durability
2555,2555,"
The product is exactly as shown in the ad. Received it in a brand new condition. Quality is good. It is worth the price
",product exactly show ad receive brand new condition quality good worth price
2556,2556,"
All good you can buy it.. Its worth..
",good buy worth
2557,2557,"
Very good one for girls
",good one girl
2558,2558,"
I wanted the actual backpack which was showed on the screen for cluckbait but I got another different style and colour which is not at all nice and it is very very small.!Very very disappointed and I never expected this from wildcraft!
",want actual backpack show screen cluckbait get another different style colour nice smallvery disappoint never expect wildcraft
2559,2559,"
I thought it's pretty bag but they sent me some other bag which is not good looking.I wanted to strt my college wid this amazing bag but unfortunately Amazon don't fill this expectations 😒🫥
",think pretty bag send bag good lookingi want strt college wid amazing bag unfortunately amazon do not fill expectation
2560,2560,"
Very nice quality and very nice colour it's very attractive and very cute  and very much light weight
",nice quality nice colour attractive cute much light weight
2561,2561,"
costly
",costly
2562,2562,"
It looks compact in image but the bag is really large.colour is really good. Good purchase happy with it
",look compact image bag really largecolour really good good purchase happy
2563,2563,"
Good school bag
",good school bag
2564,2564,"
Nice
",nice
2565,2565,"
Loved it
",love
2566,2566,"




                    The media could not be loaded.
                


",medium could load
2567,2567,"
Good product
",good product
2568,2568,"
Good product
",good product
2569,2569,"
No rain cover
",rain cover
2570,2570,"
Liked it
",like
2571,2571,"
My daughter loved the bag
",daughter love bag
2572,2572,"
#Amazing bag, worth purchasing.
",amazing bag worth purchase
2573,2573,"
The colour and pattern is same as shown. I loved the quality. It has a 5 year warranty also.Go for it
",colour pattern show love quality 5 year warranty alsogo
2574,2574,"
Worst
",bad
2575,2575,"
Nice backpack ,👌doodles.Worth buyReal bag is better than in picsLess space, late deliveryBut overall product is good 👍
",nice backpack doodlesworth buyreal bag well picsless space late deliverybut overall product good
2576,2576,"
Thuu the worst bag
",thuu bad bag
2577,2577,"
Good product.. good material used from inside also . Suitable for 1st and 2nd standard.. one inside pocket is also there . Bright colors ✨️  good purchased.... my niece liked it...
",good product good material use inside also suitable 1st 2nd standard one inside pocket also bright color good purchase niece like
2578,2578,"
Very nice bag ,after I receive it was looking more cute than in photo 💌💗🌸
",nice bag receive look cute photo
2579,2579,"
Good bags for kids with good stuff and enough space for study material to carry. 4 zipped pocket. Made up of good quality material.
",good bag kid good stuff enough space study material carry 4 zip pocket make good quality material
2580,2580,"
Superb..worth for money...efortable for gift
",superbworth moneyefortable gift
2581,2581,"
Product size is very small. Not as per the mentioned size.
",product size small per mention size
2582,2582,"
This product is good overall but its too big for a kid.
",product good overall big kid
2583,2583,"
Okay for the price. Spacious also. But the print doesn’t look very good.
",okay price spacious also print do not look good
2584,2584,"
Very good quality and finishing with stitching.. Nice one also with one year warranty.. that is amazing part..
",good quality finish stitch nice one also one year warranty amazing part
2585,2585,"
Super
",super
2586,2586,"
Very good 😊
",good
2587,2587,"
Good product.. good material used from inside also . Suitable for 1st and 2nd standard.. one inside pocket is also there . Bright colors ✨️  good purchased.... my niece liked it...
",good product good material use inside also suitable 1st 2nd standard one inside pocket also bright color good purchase niece like
2588,2588,"
Very nice bag ,after I receive it was looking more cute than in photo 💌💗🌸
",nice bag receive look cute photo
2589,2589,"
Good bags for kids with good stuff and enough space for study material to carry. 4 zipped pocket. Made up of good quality material.
",good bag kid good stuff enough space study material carry 4 zip pocket make good quality material
2590,2590,"
Superb..worth for money...efortable for gift
",superbworth moneyefortable gift
2591,2591,"
Product size is very small. Not as per the mentioned size.
",product size small per mention size
2592,2592,"
This product is good overall but its too big for a kid.
",product good overall big kid
2593,2593,"
Okay for the price. Spacious also. But the print doesn’t look very good.
",okay price spacious also print do not look good
2594,2594,"
Very good quality and finishing with stitching.. Nice one also with one year warranty.. that is amazing part..
",good quality finish stitch nice one also one year warranty amazing part
2595,2595,"
Super
",super
2596,2596,"
Very good 😊
",good
2597,2597,"
Good
",good
2598,2598,"
Nice bag
",nice bag
2599,2599,"
Lovely
",lovely
2600,2600,"
Good productand very comfortable
",good productand comfortable
2601,2601,"
All over
",
2602,2602,"
Product is same and good as shown
",product good show
2603,2603,"
This is a very good quality I'm so happy 😊
",good quality I m happy
2604,2604,"
Good quality and beautiful bag thanks Amazon
",good quality beautiful bag thank amazon
2605,2605,"
Earlier I was hesitating to order this bad without knowing the size but it came perfect for my child going to class 1.
",early hesitate order bad without know size come perfect child go class 1
2606,2606,"
I'm buying for 5 year baby girl but bag size is largeThis bag sutible for 12+ year kids
",I m buy 5 year baby girl bag size largethis bag sutible 12 year kid
2607,2607,"
I like this bag
",like bag
2608,2608,"
Bought @ Rs. 689/-Colour & floral print is beautiful. Just got it through amazon. Would recommend.Was hesitant while placing order since one picture in review showed product in deep bright pink colour which did not look good. Was hoping for it to be soothing pink as shown by other reviewers. Am happy to receive beautiful elegant pink. Looks really nice.
",buy rs 689colour floral print beautiful get amazon would recommendwas hesitant placing order since one picture review show product deep bright pink colour look good hope soothe pink show reviewer happy receive beautiful elegant pink look really nice
2609,2609,"
Nice
",nice
2610,2610,"
Very nice material and product
",nice material product
2611,2611,"
Very good quality
",good quality
2612,2612,"




                    The media could not be loaded.
                



Spacious compartment excellent quality
",medium could load spacious compartment excellent quality
2613,2613,"
the bag is good but one of the inner chamber cloth was dirty, i would have returned it, but needed it urgently
",bag good one inner chamber cloth dirty would return need urgently
2614,2614,"
Happy
",happy
2615,2615,"
Nice bag ... Enough space for books... Material is very good....
",nice bag enough space book material good
2616,2616,"
Good quality, nice color, spacious.
",good quality nice color spacious
2617,2617,"
Nice bag.
",nice bag
2618,2618,"
Very good
",good
2619,2619,"
Fantastic bag really love🥰 it.. No damages... Colour is brilliant...... Not big or not small.... Correct size.... Perfect💯 size....stitching is good wonderful.... Thank you Amazon 😇🥰
",fantastic bag really love damage colour brilliant big small correct size perfect sizestitche good wonderful thank amazon
2620,2620,"
Awesome bag for awesome girl
",awesome bag awesome girl
2621,2621,"
Very good product☺️
",good product
2622,2622,"
More space more satisfying my daughter really enjoy it..
",space satisfy daughter really enjoy
2623,2623,"
This product makes my child so happy
",product make child happy
2624,2624,"
Very nice product. Excellent quality and print. Same as shown.
",nice product excellent quality print show
2625,2625,"
I purchased for my baby. So very good quality.
",purchase baby good quality
2626,2626,"
Bag is Exactly as shown in the pics. Total Value for money. Excellent bag quality
",bag exactly show pic total value money excellent bag quality
2627,2627,"
Good material bud faded color.
",good material bud fade color
2628,2628,"
Best bag
",good bag
2629,2629,"
Quality is good
",quality good
2630,2630,"
Good quality
",good quality
2631,2631,"
Fabric is good and very beautiful design 😊
",fabric good beautiful design
2632,2632,,
2633,2633,"




                    The media could not be loaded.
                



Very nice quality.  Nice colour
",medium could load nice quality nice colour
2634,2634,"




                    The media could not be loaded.
                


",medium could load
2635,2635,"
Very low quality stuff! Oh God and the price!
",low quality stuff oh god price
2636,2636,"
Very nice bag cute and flowers are the i liked good as a gift also packaging was good 👍 cool
",nice bag cute flower like good gift also package good cool
2637,2637,"
Super very nice beautiful design 💕😻 floral design is attractive very good for school also suitable for gift you cn buy
",super nice beautiful design floral design attractive good school also suitable gift cn buy
2638,2638,"




                    The media could not be loaded.
                


",medium could load
2639,2639,"




                    The media could not be loaded.
                



Very good 👍
",medium could load good
2640,2640,"
Nice bag with lot of space and bag quality is very good
",nice bag lot space bag quality good
2641,2641,"




                    The media could not be loaded.
                



Nice
",medium could load nice
2642,2642,"
Overall use good material and also rain cover is provided
",overall use good material also rain cover provide
2643,2643,"
i don't recommend this bag at all, initially when i ordered this bag i thought it would perfect for college use but when i received it i was greatly disappointed cus as you can see in the above pictures it is of low quality  transparent fabric which would do nothing to protect your books if it gets soaked in the rain or gets any type of liquid spilled.
",do not recommend bag initially order bag thought would perfect college use receive greatly disappointed cus see picture low quality transparent fabric would nothing protect book get soak rain get type liquid spill
2644,2644,"
Store & bag quality good ☺️
",store bag quality good
2645,2645,"
Satisfied
",satisfied
2646,2646,"
Nice...👍
",nice
2647,2647,"
Good product must buy
",good product must buy
2648,2648,"
I'm using regularly for more than 5 to 6 months I guess... It's highly suitable for office use,  also gets dry easily,also it has rain cover, pen ,mobile compartments ... Very good choice for regular light and medium users
",I m use regularly 5 6 month guess highly suitable office use also get dry easilyalso rain cover pen mobile compartment good choice regular light medium user
2649,2649,"
It's a very good quality bag
",good quality bag
2650,2650,"
Nice bag with lot of space and bag quality is very good
",nice bag lot space bag quality good
2651,2651,"




                    The media could not be loaded.
                



Nice
",medium could load nice
2652,2652,"
Overall use good material and also rain cover is provided
",overall use good material also rain cover provide
2653,2653,"
i don't recommend this bag at all, initially when i ordered this bag i thought it would perfect for college use but when i received it i was greatly disappointed cus as you can see in the above pictures it is of low quality  transparent fabric which would do nothing to protect your books if it gets soaked in the rain or gets any type of liquid spilled.
",do not recommend bag initially order bag thought would perfect college use receive greatly disappointed cus see picture low quality transparent fabric would nothing protect book get soak rain get type liquid spill
2654,2654,"
Store & bag quality good ☺️
",store bag quality good
2655,2655,"
Satisfied
",satisfied
2656,2656,"
Nice...👍
",nice
2657,2657,"
Good product must buy
",good product must buy
2658,2658,"
I'm using regularly for more than 5 to 6 months I guess... It's highly suitable for office use,  also gets dry easily,also it has rain cover, pen ,mobile compartments ... Very good choice for regular light and medium users
",I m use regularly 5 6 month guess highly suitable office use also get dry easilyalso rain cover pen mobile compartment good choice regular light medium user
2659,2659,"
It's a very good quality bag
",good quality bag
2660,2660,"
Good bag for laptop and college
",good bag laptop college
2661,2661,"
It's quality and compartment space is very good
",quality compartment space good
2662,2662,"
quality is good and much durable
",quality good much durable
2663,2663,"
Nice looking
",nice look
2664,2664,"
Good quality, looking
",good quality look
2665,2665,"
Good.  Zip is good must see at later stage
",good zip good must see later stage
2666,2666,"
Very good
",good
2667,2667,"
Bag received from Amazon, I am using it regularly and quality of the bag is satisfied.
",bag receive amazon use regularly quality bag satisfied
2668,2668,"
Go
",go
2669,2669,"
Good bag
",good bag
2670,2670,"
I like this product
",like product
2671,2671,"
ok ok
",ok ok
2672,2672,"
GOOD QUALITY PRODUCT PERTICULARLY FOR SCHOOL BOYS AND GIRLS. IT HAS ENOUGH SPACE HAVING MANY CHAMBERS  FOR CARRYING BOOKS, KHATAS, INSTRUMENT BOX AND TIFFIN BOX.
",good quality product perticularly school boy girl enough space many chamber carry book khatas instrument box tiffin box
2673,2673,"
Nice
",nice
2674,2674,"
Awesome product
",awesome product
2675,2675,,
2676,2676,"




                    The media could not be loaded.
                



I like everything, but i don't like that you're company has not given me full size cover with water proof,
",medium could load like everything do not like you re company give full size cover water proof
2677,2677,"
Bahut accha h
",bahut accha h
2678,2678,"




                    The media could not be loaded.
                


",medium could load
2679,2679,"
Good
",good
2680,2680,"
Value for money, comfortable, light in weight. The material of the bag is quite good. Overall I really impressed by this bag and I highly recommend. Just go for this.
",value money comfortable light weight material bag quite good overall really impressed bag highly recommend go
2681,2681,,
2682,2682,"
Very good quality
",good quality
2683,2683,"
Bag quality is so good I am reviewing it after 1 year and and is now also good It's cloth quality is so good
",bag quality good reviewing 1 year also good cloth quality good
2684,2684,"
Mast
",mast
2685,2685,"
AND Value for Money
",value money
2686,2686,"
Very good product at all
",good product
2687,2687,"
This bag is awesome but the raincover zip was broken . Otherwise it is better than all companies like skybag etc.. the fabric is wow.
",bag awesome raincover zip break otherwise well company like skybag etc fabric wow
2688,2688,"
Average product
",average product
2689,2689,"
Good
",good
2690,2690,"
Nice product. Looking beautiful, solid material use. Its comfortable to carry. Stylish product
",nice product look beautiful solid material use comfortable carry stylish product
2691,2691,"
Good quality product
",good quality product
2692,2692,"
I didn't like much not much worth of buying it waste of money it's okay if we use the bag for travel not fit for school students it can take much weight I have ordered 2  bags both are waste
",do not like much much worth buy waste money okay use bag travel fit school student take much weight order 2 bag waste
2693,2693,"
I like it's big size but the raincover was not able to cover the sleeves but all though good bag and the price was also budget friendly.
",like big size raincover able cover sleeve though good bag price also budget friendly
2694,2694,"
Quality of the adjuster is bad.Zip runner quality is okey.Can't use this bag for college and school. If you are going to use for small weight purpose go for it.My recommendation is do a extra stricts in local bag shop.My rating for this bag is. 6.3/10.
",quality adjuster badzip runner quality okeycant use bag college school go use small weight purpose go itmy recommendation extra strict local bag shopmy rating bag 6310
2695,2695,"
Has many compartments and can carry 2 bottles. Good for school
",many compartment carry 2 bottle good school
2696,2696,"
Good one for kids for 10-15 yrs
",good one kid 1015 yrs
2697,2697,"
Zipper quality is not so good
",zipper quality good
2698,2698,"
Good material, nice product, I like this ,
",good material nice product like
2699,2699,"
I like this product
",like product
2700,2700,"
Highly recommended for 🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️ rain proof 😁😁😁😁😁😁
",highly recommend rain proof
2701,2701,"
Not more good
",good
2702,2702,"
This bag is also superb but it's little smaller size but it is best option
",bag also superb little small size good option
2703,2703,"
Good product 👌
",good product
2704,2704,"
Very good product and value for money it's very good quality material used I like that product  and good for college and offices
",good product value money good quality material use like product good college office
2705,2705,"
Colour is not same as shown
",colour show
2706,2706,"
Good quality. Budget bag.
",good quality budget bag
2707,2707,"




                    The media could not be loaded.
                



Good bag thanks to Amazon
",medium could load good bag thank amazon
2708,2708,"
Value for money
",value money
2709,2709,"
Best quality
",good quality
2710,2710,"
Very good 👍
",good
2711,2711,"
Good
",good
2712,2712,"
It's quality is very low and also not spacious.
",quality low also spacious
2713,2713,"
Looks exactly same as displayed. Stitching, material, zippers are of good quality. The bag doesn't bend even if it not not filled much, which keeps it straight and less bulky. Spacious even for small trips, laptops, and ideal for college use. School children might need a better space than this bag provides.Truly value for money!
",look exactly display stitch material zipper good quality bag do not bend even fill much keep straight less bulky spacious even small trip laptop ideal college use school child might need well space bag providestruly value money
2714,2714,"
size little big but product is good
",size little big product good
2715,2715,"
The product came without any damage and in good condition. The bag is ideal for daily use. The compartments are convenient and the zippers in the bag were really good. A bag cover also came with this bag in its reseved compartment at the bottom compartment which is really useful and protective.
",product come without damage good condition bag ideal daily use compartment convenient zipper bag really good bag cover also come bag reseve compartment bottom compartment really useful protective
2716,2716,"
It's a very good product but not light weight. Bag itself has his own weigh and inner space is very not much but comfortable for laptop. Safety of laptop 💻 is priority and that is best in this bag. Hoping company will reduce some weight of the bag
",good product light weight bag weigh inner space much comfortable laptop safety laptop priority good bag hope company reduce weight bag
2717,2717,,
2718,2718,"
Once chain was broken so I replaced and I got another bag. New bags zip broken in one month so will never recommend this brand it's just waste of money. I wish I could give zero star
",chain break replace get another bag new bag zip break one month never recommend brand waste money wish could give zero star
2719,2719,"
I like it very much. It is a laptop and  waterproof bag. Value for money. Light weight. Good zipper. Good quality material is used.
",like much laptop waterproof bag value money light weight good zipper good quality material use
2720,2720,"
Quality is very good I am so glad this Bag.
",quality good glad bag
2721,2721,"
Amazing quality and light weight
",amazing quality light weight
2722,2722,"




                    The media could not be loaded.
                



All things are good
",medium could load thing good
2723,2723,"
I like this bag QualityValue for money
",like bag qualityvalue money
2724,2724,"
Im so happy dish product
",I m happy dish product
2725,2725,,
2726,2726,"
If you are looking for a descent bag for the purpose of school, carring laptop or office travel, this is the right choice.  This has one rain cover too.
",look descent bag purpose school carre laptop office travel right choice one rain cover
2727,2727,"
Nice and spacious ....Good for kids going to school and worth the money
",nice spacious good kid go school worth money
2728,2728,"
Dark dabba front side may be bag used already
",dark dabba front side may bag use already
2729,2729,"
Not good but thik hai
",good thik hai
2730,2730,"
The build quality of the bage is excellent. Very spacious.
",build quality bage excellent spacious
2731,2731,"
Good one, expected quality product
",good one expect quality product
2732,2732,"
Quality is really good.
",quality really good
2733,2733,"
The bag is best but in case of rain cover it is back but also it works good if you be more time in rain then the rain cover will starts to leak but the performance is best
",bag good case rain cover back also work good time rain rain cover start leak performance good
2734,2734,"
Good quality
",good quality
2735,2735,"
Im satisfy 90% good  Rs 700-800 under best price
",I m satisfy 90 good rs 700800 good price
2736,2736,"
Best
",good
2737,2737,"
Quality is very good.Spacious and looks good.Best in this price(I got it for 480rs in offer)
",quality goodspacious look goodb pricei get 480rs offer
2738,2738,"




                    The media could not be loaded.
                



Product is good ,soft touch,zips are smooth and easy to handle light weight good for school students
",medium could load product good soft touchzip smooth easy handle light weight good school student
2739,2739,"
Nice product,Good Quality
",nice productgood quality
2740,2740,"
Nice bag but product quality is not good as expected. It has low quality material. Not happy with material quality, otherwise the  bag is very nice to carry lots of stuff.
",nice bag product quality good expect low quality material happy material quality otherwise bag nice carry lot stuff
2741,2741,"
It's Good Quality Product
",good quality product
2742,2742,"
It is worth the money
",worth money
2743,2743,"
Quality is average not worthful price
",quality average worthful price
2744,2744,"
Cloth is good quality and also zips good for laptop
",cloth good quality also zip good laptop
2745,2745,"
I suggest cash on delivery
",suggest cash delivery
2746,2746,"
Good in this value.
",good value
2747,2747,"
Nice and good quality metirial product. Happy for bag
",nice good quality metirial product happy bag
2748,2748,"
Good quality, worth to buy
",good quality worth buy
2749,2749,"
Avg. Product
",avg product
2750,2750,"
Color is really classy, product quality is good, and it is water resistant. I walked in rain with a laptop in this bag, and my laptop was completely safe. It also have good storage compartments.
",color really classy product quality good water resistant walk rain laptop bag laptop completely safe also good storage compartment
2751,2751,"
The material and the product quality is good. Bag size is perfect with more compartments.Purchased for my regular usage.
",material product quality good bag size perfect compartmentspurchase regular usage
2752,2752,"
Book is extremely comfortable.Go for it.It looks too good to carry in office.Also the space and quality of perfect
",book extremely comfortablego itit look good carry officealso space quality perfect
2753,2753,"
Gud quality worth for money ₹1699
",gud quality worth money 1699
2754,2754,"
The zipper of the bag broke within 2 months of usage i cant use the bag anymore i paid such a high cost for the product
",zipper bag break within 2 month usage can not use bag anymore pay high cost product
2755,2755,"
VALUE FOR MONEY
",value money
2756,2756,"
The quality won’t sustain when you say you want a backpack. It is okay for light luggage if you understand what’s I mean
",quality will not sustain say want backpack okay light luggage understand what s mean
2757,2757,"
The bag is good and the zipper quality is fined.
",bag good zipper quality fine
2758,2758,"
Very good and value for money product
",good value money product
2759,2759,"
Colour looks Darker compared to the picture mentioned above
",colour look darker compare picture mention
2760,2760,"
Color is really classy, product quality is good, and it is water resistant. I walked in rain with a laptop in this bag, and my laptop was completely safe. It also have good storage compartments.
",color really classy product quality good water resistant walk rain laptop bag laptop completely safe also good storage compartment
2761,2761,"
The material and the product quality is good. Bag size is perfect with more compartments.Purchased for my regular usage.
",material product quality good bag size perfect compartmentspurchase regular usage
2762,2762,"
Book is extremely comfortable.Go for it.It looks too good to carry in office.Also the space and quality of perfect
",book extremely comfortablego itit look good carry officealso space quality perfect
2763,2763,"
Gud quality worth for money ₹1699
",gud quality worth money 1699
2764,2764,"
The zipper of the bag broke within 2 months of usage i cant use the bag anymore i paid such a high cost for the product
",zipper bag break within 2 month usage can not use bag anymore pay high cost product
2765,2765,"
VALUE FOR MONEY
",value money
2766,2766,"
The quality won’t sustain when you say you want a backpack. It is okay for light luggage if you understand what’s I mean
",quality will not sustain say want backpack okay light luggage understand what s mean
2767,2767,"
The bag is good and the zipper quality is fined.
",bag good zipper quality fine
2768,2768,"
Very good and value for money product
",good value money product
2769,2769,"
Colour looks Darker compared to the picture mentioned above
",colour look darker compare picture mention
2770,2770,"
Nice one
",nice one
2771,2771,"
Product is good; good for office going and one day trips
",product good good office go one day trip
2772,2772,"
Bag has very good look and adequate volume.
",bag good look adequate volume
2773,2773,"
I like very much this bag
",like much bag
2774,2774,"
👌 best
",good
2775,2775,"
Awesome Bag and yeah, Always Tommy Hilfiger will be costly only
",awesome bag yeah always tommy hilfig costly
2776,2776,"
Looks Awesome 🔥Quality Normal 🫡
",look awesome quality normal
2777,2777,,
2778,2778,"




                    The media could not be loaded.
                



""Your bag exceeded my expectations! The quality, durability, and thoughtful design make it the perfect companion for my daily adventures, truly stands out.""
",medium could load bag exceed expectation quality durability thoughtful design make perfect companion daily adventure truly stand
2779,2779,"
Can I return this though return window is closedIt’s too big for my usePlease let me know
",return though return window closedit big useplease let know
2780,2780,"
So so
",
2781,2781,"
The bag looks very premium and decent
",bag look premium decent
