,reviews
2348,"
Very lage, handle all books tiffin,good for school students,durable
"
2349,"




                    The media could not be loaded.
                


"
2350,"
Using for daily purpose and for traveling as wellDoesn't appear having much space, but there is very much space and carries stuff more than its capacity.Nice Bag in affordable price
"
2351,"
Good value for price!
"
2352,"
Good
"
2353,"
Looking good, nice colour but inner quality is not up to the mark.
"
2354,"
जितना पैसा लिया गया है उसके हिसाब से और अच्छा मिल सकता था,  या फिर 150 से 200 रुपये सस्ता कर सकते हो
"
2355,"
Size is not enough for the 9 class students
"
2356,"
Price is more,not worthy of money
"
2357,"
Not bad
"
2358,"
I like the hidden chains and and I dislike nothing
"
2359,"
No rain cover also extra zip inside the bag required.
"
2360,"
Comfortable, waterproof,and weldesigned
"
2361,"
Travel and office purpose best bag
"
2362,"
I am using this bag since last 15 days, it is very comfortable to carry, affordable for the price.
"
2363,"
Good, easy to use, value for money
"
2364,"
For casual travel very good product
"
2365,"
Overall a good bag for all purposes
"
2366,"
Light weight, huge size
"
2367,"
Not a good product.Quality of the used material is not good.Average product.
"
2368,"
Partition material is very thin. Organisation pockets also very thin and will not last long. Stitches of organiser creates holes in partition and clearly visible from other partition.
"
2369,"
The material is good and ample space for a couple of days.
"
2370,"
Size is pretty much big, enough for 3-4 travel.As per cost , quality is good enough.
"
2371,"
It is very good
"
2372,"
I got it for the clean look. And I didn't expected that this will be so good in quality and light weight. In this value it's more than just an average backpack. And it has plenty of space. Go for it. Worth for money.
"
2373,"
Best beg. I'm using it around 1 year till now not any problem with beg even a single time. Must buy under around 850. And it is good laptop beg also and it's enough for laptop and lagage both.
"
2374,"
Quality is good
"
2375,"
Bag is not waterproofIf u want waterproof bag then pls dont buy this bag
"
2376,"




                    The media could not be loaded.
                



Large space multiple compartment, cushion for laptop
"
2377,"
Good product.
"
2378,"
Good Quality and worth it
"
2379,"
Over all bag is ok ok the only problem which I faced is the bag is not water proof in rain the whole water enters the bag and all the stuff inside gets wet.
"
2380,"
Nice bag for laptop use.
"
2381,"
Nice product
"
2382,"
Average product but not the best one
"
2383,"
Nice and sturdy bag in this price range
"
2384,"
It's so spacious that you can literally fit everything in this. And the quality is also pretty amazing
"
2385,"
Size is less for higher classes.. Polister material.. Not thick.. But ok
"
2386,"
Spacious bag and good quality materials used too...happy with this purchase ...only downside is that the bag is not too attractive...
"
2387,"
Capacity is very less
"
2388,"
Comfort
"
2389,"
Good
"
2390,"
I like and love the colour of this bag
"
2391,"
Quality is great, storage is awesome, so many pockets and the material is great. Shoulder straps are good and comfortable to carry.
"
2392,"
Worth for the money
"
2393,"
Product is good.  Enough space  good quality.  Just not waterproof
"
2394,"
Product looks good and stylish. Got a 48L one for short travels. However, I feel that the capacity is not that good.....looks more like a school bag. I wonder whether after putting my toiletry kit, will there be space enough for atleast 2 day of clothes. Anyway, will find out next time when I travel. Otherwise the product looks sturdy with enough padding to carry it without any problem. It also feels light and can withstand some rough use.
"
2395,"
Quality is low.
"
2396,"
It may have 48l but on comparison with 40l Aristocrat bag, we can understand the size difference ( I have purchased the Aristocrat bag for Rs 899/- offer) More over we can utilise the available space more effectively in Aristocrat rather than Lunars
"
2397,"
Price is high as compared to other e commerce apps..Quality is good
"
2398,"
Good quality bag in this price range.Chain quality & compartment are very good
"
2399,"
It's ok. Can buy .. concern about price
"
2400,"
Good product
"
2401,"
Good space very compact and very good for school and college use
"
2402,"
Value for money
"
2403,"
Nice bag👍🏻 very useful..
"
2404,"
This bag is quite impressive. Good Quality and spacious.
"
2405,"




                    The media could not be loaded.
                



All three chain is not working 😔, kindly improve your chain quality, other wise bag material is good .
"
2406,"
Good for students&office purpose too
"
2407,"
The build quality is good. Very beautiful and better than I expected in this price range
"
2408,"
Bag is average. Doesn't value for money.
"
2409,"
good bag but price is too high
"
2410,"
It has huge space....great for travel purpose also for carrying your laptop.
"
2411,"
Better quality
"
2412,"
It has alot of space for my my books and I think it's the perfect bag .The durability of this bag is awesome and the colour looks much better than it was shown
"
2413,"
It is a must buy product because of many compartments and capacity. The quality is nice according to its price but could be improved .
"
2414,"
Very good bag. I purchased it for my daughter for 6th std. Bag is very good quality and color combination even not so big. It can go with 4 to 5 feet height kids.
"
2415,"
Size & quality is very good. In real, colour is very bright. It's awesome 👌🏻
"
2416,"
Bags all labels stickers are tearing apart
"
2417,"
Really well worth the price paid. Size is adequate for any student in higher classes. Go ahead and buy it.
"
2418,"
I expected big in space but it's okay, quality wise good,go for it.eain cover included
"
2419,"
go for itawasome designbest ever qualityfavorite brands
"
2420,"
Review of Skybags Backpack: Honest FeedbackI recently purchased a Skybags backpack, and while it has some positive aspects, there are a few quality issues that need addressing. Here’s my honest assessment:Pros:Design and Aesthetics: The backpack’s design is eye-catching, and I appreciate the overall look.Spacious: It offers ample space to carry my essentials, including a laptop and other belongings.Cons:Zip Quality: Unfortunately, one of the zippers is not properly stitched. This is a significant concern as zippers play a crucial role in securing our belongings.Strap Damage: I noticed damage on one of the straps. Durability is essential for a backpack, especially if you plan to use it regularly.Missing Skybags Tag: The absence of the Skybags tag on the inside raises doubts about its authenticity. All genuine Skybags backpacks should have this tag.Suggestions for Improvement:Quality Control: Skybags should pay closer attention to quality control during manufacturing. Properly stitched zippers and intact straps are essential for customer satisfaction.Authenticity Verification: Including the Skybags tag inside the backpack would reassure customers about its authenticity.
"
2421,"
Bag was ok, returned it because of less compartment
"
2422,"
It has alot of space for my my books and I think it's the perfect bag .The durability of this bag is awesome and the colour looks much better than it was shown
"
2423,"
It is a must buy product because of many compartments and capacity. The quality is nice according to its price but could be improved .
"
2424,"
Very good bag. I purchased it for my daughter for 6th std. Bag is very good quality and color combination even not so big. It can go with 4 to 5 feet height kids.
"
2425,"
Size & quality is very good. In real, colour is very bright. It's awesome 👌🏻
"
2426,"
Bags all labels stickers are tearing apart
"
2427,"
Really well worth the price paid. Size is adequate for any student in higher classes. Go ahead and buy it.
"
2428,"
I expected big in space but it's okay, quality wise good,go for it.eain cover included
"
2429,"
go for itawasome designbest ever qualityfavorite brands
"
2430,"
Review of Skybags Backpack: Honest FeedbackI recently purchased a Skybags backpack, and while it has some positive aspects, there are a few quality issues that need addressing. Here’s my honest assessment:Pros:Design and Aesthetics: The backpack’s design is eye-catching, and I appreciate the overall look.Spacious: It offers ample space to carry my essentials, including a laptop and other belongings.Cons:Zip Quality: Unfortunately, one of the zippers is not properly stitched. This is a significant concern as zippers play a crucial role in securing our belongings.Strap Damage: I noticed damage on one of the straps. Durability is essential for a backpack, especially if you plan to use it regularly.Missing Skybags Tag: The absence of the Skybags tag on the inside raises doubts about its authenticity. All genuine Skybags backpacks should have this tag.Suggestions for Improvement:Quality Control: Skybags should pay closer attention to quality control during manufacturing. Properly stitched zippers and intact straps are essential for customer satisfaction.Authenticity Verification: Including the Skybags tag inside the backpack would reassure customers about its authenticity.
"
2431,"
Bag was ok, returned it because of less compartment
"
2432,
2433,"
Good awesome
"
2434,"
The quality of the bag is good!!!
"
2435,"
It's a well bag but it's rain cover is not openable .
"
2436,"
Good quality
"
2437,"




                    The media could not be loaded.
                



It's looking like a woww!
"
2438,"
My brother use it over 2 years. No damage occurs still now . But yes the printing over bag erased, nothing else.
"
2439,"
Nice Fabric n perfect size overall good quality
"
2440,"
All is well
"
2441,"
Superb,  worth for money
"
2442,"
Very good quality my child was very satisfied with his new school 🎒
"
2443,"
It was a excellent birthday gift choice for my nephew. He just loved it and said will use it from next year for school.
"
2444,"
Very nice product
"
2445,"
I ordered it for Rs.729 but the quality of the bag is too low. The bag which I received had cloth very very thin and definitely it would worn in a month. Also, there's no rain cover.
"
2446,"
Very usefull... Love this bagpack 🥰
"
2447,"
Good product worth it
"
2448,
2449,"
Average product , not for excellent
"
2450,"
Nice product
"
2451,"
No damage and good quality
"
2452,"
Very good and stylish looking bag
"
2453,"
I like this product
"
2454,"
Very good
"
2455,"
Good Space. Nice colour.
"
2456,"
Nice. Attractive. Light weight, best for 13+ students. 4 main compartment are there and one inner compartment is also there.
"
2457,"
Size is so perfect just as per my need.Awesome quality
"
2458,"
Did not find skybag smaller than these online so bought this one ...it's gud but wud hv preferred a 2inch shorter bag in height. Also the division of the 2 bigger pockets is not equal because of which the books in front books fall in front unless jam packed.
"
2459,"
I think back portion quality should be better....
"
2460,"
The bag has an amazing and stylish look which I liked the most. The bag is spacious and can be used for school/college/traveling it also has good cushioning so no painful experience, the fabric used is durable also the zipper used is of great quality, it's also water resistant , the bag is also very light weight . The product is absolutely value for money.
"
2461,"
The zip of the bag broke after three months of use
"
2462,"
Guys this is very good bag from Skybags. Good quality material used. Space is also good. No pocket organizer and no laptop compartment. But that is not a problem. Rain cover is available. Looks is so nice.i purchased it in Rs 701. I am fully satisfied🙂🙂
"
2463,"
Amazing bagpack I have ever seen but the quality is much thin and it's costly too. But I like it.
"
2464,"
Has many compartments. The space theme is beautiful. Bag is spacious enough
"
2465,"
Worth to buy within the price
"
2466,"
Best sky bag
"
2467,"
Nice one
"
2468,"
Excellent product and got it for very good deal.
"
2469,"
It is original sky bag having good quality and stitches. Bag is good for school going children and also for adults. Bag having good size for travel purpose or for school purpose.
"
2470,"
I am reviewing after 3 day use. Quality of bag is excellent. Zips are high quality. Lining is also high quality. Stichting and shape is excellent. Proper space available.
"
2471,"
This travel bag is good , the material used in this is soft and comfortable. The space is good and contains 3 chains . And the style is also super cool
"
2472,"
Quality of the bag is very good.It has different compartments for keeping all varieties of things.It looks very stylish as well..
"
2473,"
Good product with a decent size and best quality recommended to students and for camping works
"
2474,"
I have ordered this for my daughter , it is very spacious and durable. Colour and Design is truly awesome. Value for money. It is paisa vasool backpack .
"
2475,"
Good backpacks not only look great, they feel great! Padded handles, padded shoulder straps, and chest straps add that extra comfort and stability to ensure effortless trips
"
2476,"
No laptop compartment,no inside hidden pocket, only special feature is rain cover nothing else. Just a simple feature bag nothing extra. But skybag is skybag. Quality is at it's best. Chain is very smooth like butter. My last skybag was purchased 5.5 years ago. Old skybag is still great but facing chain issue and it's almost 5.5 years old. So I bought a new one. Skybag never compromise with quality.
"
2477,"
No pouch in side bag
"
2478,"
Tha bag quality is not as expected
"
2479,"
The bag is of very good quality and seems durable. It is spacious and the school books fit in very well.My son loves it
"
2480,"
Amazing spacing of bag good for school kids
"
2481,"
Doesn’t have Rain cover other than everything is good. No compromise in quality, colour which looks same as shown in display,Good performance.
"
2482,"




                    The media could not be loaded.
                



Nice product
"
2483,"
Perfect
"
2484,"
Quality is Very Good with Light Weight.Size is Decent for College and small your usage.Stitching and Material is Very nice.
"
2485,"
Light weight and having good space, purchased for 7th standard class
"
2486,"
Absolutely loved the product the quality was good and nice and the delivery was sooner than expected
"
2487,"
Super qualityApperance good except white
"
2488,"
Good product.
"
2489,"
I buyed it in 800rs so good
"
2490,"
Child is very comfortable to use it
"
2491,"
Light weight bag very nice one below  1000 from VIP international. Thank you
"
2492,"
Very good quality,light weight, it's durable and value for money product
"
2493,"
There are many compartments which make it spacious. Overall Good quality
"
2494,"
Good product by skybags. It's durable and colors are vibrant
"
2495,"
Liked it
"
2496,"
Nice bag .. very nice quality .. loved it
"
2497,"
The material used and finishing of the back pack is simply superb and have the good storage space.
"
2498,"
The product is classy and stylish and it is suitable for young people , worth buying it
"
2499,"
Quality is very good..
"
2500,"
Good quality n attractive colour
"
2501,"
Very nice quality and have a great space
"
2502,"
Bag is strong enough and multi pocket so that books , copies, lunch box etc can be kept in different pockets
"
2503,"
Very good quality 💯😸
"
2504,"
Nice quality
"
2505,"
Skybags Riddle Sea Green Casual Backpack with Raincover for boys and men
"
2506,"
I brought this for my kid of 4th Std… the bag quality is very good.
"
2507,"
The product is up to the mark 😊
"
2508,"
Nice one same shown in the picture
"
2509,"
Skybag good product
"
2510,"
Colour is awesomeThere should be laptop sleeve
"
2511,"
Really nice product thank you
"
2512,"
Good product
"
2513,"
I like this bag.
"
2514,"
The quality of Skybags backpacks has been wonderful for so long. Worth buying. Greatly satisfied with the product. Maybe the price would have been somewhat low, though it's a nice product compared to the other bags in this price range. If your budget is between 1000-1200, this bag is the best pick.
"
2515,"
Specious, trendy & meets the expectation.
"
2516,"
Good product
"
2517,"
It was very much liked by my daughter. Colour is amazing and so is the quality.
"
2518,
2519,"
Very good quality and lightweight
"
2520,"
Nice quality
"
2521,"
Lightweight, good construction and zips. Great design. Highly recommended.
"
2522,"
Looks good nd quality is good as well 👍🏻
"
2523,"
I like everything  about this 🎒
"
2524,"
Great! Best bag for college or school.
"
2525,"
Good quality of bag... Definitely purchase the bag
"
2526,"
The bag looks so good. The colour combination is too cute.  So comfortable for school/ office use.
"
2527,"
Nice fancy bag. My daughter liked it very much.
"
2528,"
Please come for the return
"
2529,"
Good quality value for money
"
2530,"
Durable
"
2531,"
Lovely backpack
"
2532,"
Looks good nd quality is good as well 👍🏻
"
2533,"
I like everything  about this 🎒
"
2534,"
Great! Best bag for college or school.
"
2535,"
Good quality of bag... Definitely purchase the bag
"
2536,"
The bag looks so good. The colour combination is too cute.  So comfortable for school/ office use.
"
2537,"
Nice fancy bag. My daughter liked it very much.
"
2538,"
Please come for the return
"
2539,"
Good quality value for money
"
2540,"
Durable
"
2541,"
Lovely backpack
"
2542,"
This is a very good product. But its print colour is not same as shown in the picture.
"
2543,"
Quality is good but i have received a different colour so kindly check.....
"
2544,"
Its. A good but i don't loved it..... its not best its a good
"
2545,"
Ordered for my niece. Color is not the same but she's happy
"
2546,"
College
"
2547,"
Very nice bag as shown in pics 👍👍
"
2548,"
This bag is very light weight and value for money .
"
2549,"
The colour is not as purple as shown in the picture, it's dark violet. I returned it and bought for the second time but the same product was received. Not satisfied with the colour.
"
2550,"
Good quality
"
2551,"
Thik hai bass
"
2552,"
This is for my daughter school bags,she is studying 11 th,this is great bag,she was very happy yyyyy....
"
2553,"
Was a gift, was very well received. Nice product.
"
2554,"
Very usefull and have durability
"
2555,"
The product is exactly as shown in the ad. Received it in a brand new condition. Quality is good. It is worth the price
"
2556,"
All good you can buy it.. Its worth..
"
2557,"
Very good one for girls
"
2558,"
I wanted the actual backpack which was showed on the screen for cluckbait but I got another different style and colour which is not at all nice and it is very very small.!Very very disappointed and I never expected this from wildcraft!
"
2559,"
I thought it's pretty bag but they sent me some other bag which is not good looking.I wanted to strt my college wid this amazing bag but unfortunately Amazon don't fill this expectations 😒🫥
"
2560,"
Very nice quality and very nice colour it's very attractive and very cute  and very much light weight
"
2561,"
costly
"
2562,"
It looks compact in image but the bag is really large.colour is really good. Good purchase happy with it
"
2563,"
Good school bag
"
2564,"
Nice
"
2565,"
Loved it
"
2566,"




                    The media could not be loaded.
                


"
2567,"
Good product
"
2568,"
Good product
"
2569,"
No rain cover
"
2570,"
Liked it
"
2571,"
My daughter loved the bag
"
2572,"
#Amazing bag, worth purchasing.
"
2573,"
The colour and pattern is same as shown. I loved the quality. It has a 5 year warranty also.Go for it
"
2574,"
Worst
"
2575,"
Nice backpack ,👌doodles.Worth buyReal bag is better than in picsLess space, late deliveryBut overall product is good 👍
"
2576,"
Thuu the worst bag
"
2577,"
Good product.. good material used from inside also . Suitable for 1st and 2nd standard.. one inside pocket is also there . Bright colors ✨️  good purchased.... my niece liked it...
"
2578,"
Very nice bag ,after I receive it was looking more cute than in photo 💌💗🌸
"
2579,"
Good bags for kids with good stuff and enough space for study material to carry. 4 zipped pocket. Made up of good quality material.
"
2580,"
Superb..worth for money...efortable for gift
"
2581,"
Product size is very small. Not as per the mentioned size.
"
2582,"
This product is good overall but its too big for a kid.
"
2583,"
Okay for the price. Spacious also. But the print doesn’t look very good.
"
2584,"
Very good quality and finishing with stitching.. Nice one also with one year warranty.. that is amazing part..
"
2585,"
Super
"
2586,"
Very good 😊
"
2587,"
Good product.. good material used from inside also . Suitable for 1st and 2nd standard.. one inside pocket is also there . Bright colors ✨️  good purchased.... my niece liked it...
"
2588,"
Very nice bag ,after I receive it was looking more cute than in photo 💌💗🌸
"
2589,"
Good bags for kids with good stuff and enough space for study material to carry. 4 zipped pocket. Made up of good quality material.
"
2590,"
Superb..worth for money...efortable for gift
"
2591,"
Product size is very small. Not as per the mentioned size.
"
2592,"
This product is good overall but its too big for a kid.
"
2593,"
Okay for the price. Spacious also. But the print doesn’t look very good.
"
2594,"
Very good quality and finishing with stitching.. Nice one also with one year warranty.. that is amazing part..
"
2595,"
Super
"
2596,"
Very good 😊
"
2597,"
Good
"
2598,"
Nice bag
"
2599,"
Lovely
"
2600,"
Good productand very comfortable
"
2601,"
All over
"
2602,"
Product is same and good as shown
"
2603,"
This is a very good quality I'm so happy 😊
"
2604,"
Good quality and beautiful bag thanks Amazon
"
2605,"
Earlier I was hesitating to order this bad without knowing the size but it came perfect for my child going to class 1.
"
2606,"
I'm buying for 5 year baby girl but bag size is largeThis bag sutible for 12+ year kids
"
2607,"
I like this bag
"
2608,"
Bought @ Rs. 689/-Colour & floral print is beautiful. Just got it through amazon. Would recommend.Was hesitant while placing order since one picture in review showed product in deep bright pink colour which did not look good. Was hoping for it to be soothing pink as shown by other reviewers. Am happy to receive beautiful elegant pink. Looks really nice.
"
2609,"
Nice
"
2610,"
Very nice material and product
"
2611,"
Very good quality
"
2612,"




                    The media could not be loaded.
                



Spacious compartment excellent quality
"
2613,"
the bag is good but one of the inner chamber cloth was dirty, i would have returned it, but needed it urgently
"
2614,"
Happy
"
2615,"
Nice bag ... Enough space for books... Material is very good....
"
2616,"
Good quality, nice color, spacious.
"
2617,"
Nice bag.
"
2618,"
Very good
"
2619,"
Fantastic bag really love🥰 it.. No damages... Colour is brilliant...... Not big or not small.... Correct size.... Perfect💯 size....stitching is good wonderful.... Thank you Amazon 😇🥰
"
2620,"
Awesome bag for awesome girl
"
2621,"
Very good product☺️
"
2622,"
More space more satisfying my daughter really enjoy it..
"
2623,"
This product makes my child so happy
"
2624,"
Very nice product. Excellent quality and print. Same as shown.
"
2625,"
I purchased for my baby. So very good quality.
"
2626,"
Bag is Exactly as shown in the pics. Total Value for money. Excellent bag quality
"
2627,"
Good material bud faded color.
"
2628,"
Best bag
"
2629,"
Quality is good
"
2630,"
Good quality
"
2631,"
Fabric is good and very beautiful design 😊
"
2632,
2633,"




                    The media could not be loaded.
                



Very nice quality.  Nice colour
"
2634,"




                    The media could not be loaded.
                


"
2635,"
Very low quality stuff! Oh God and the price!
"
2636,"
Very nice bag cute and flowers are the i liked good as a gift also packaging was good 👍 cool
"
2637,"
Super very nice beautiful design 💕😻 floral design is attractive very good for school also suitable for gift you cn buy
"
2638,"




                    The media could not be loaded.
                


"
2639,"




                    The media could not be loaded.
                



Very good 👍
"
2640,"
Nice bag with lot of space and bag quality is very good
"
2641,"




                    The media could not be loaded.
                



Nice
"
2642,"
Overall use good material and also rain cover is provided
"
2643,"
i don't recommend this bag at all, initially when i ordered this bag i thought it would perfect for college use but when i received it i was greatly disappointed cus as you can see in the above pictures it is of low quality  transparent fabric which would do nothing to protect your books if it gets soaked in the rain or gets any type of liquid spilled.
"
2644,"
Store & bag quality good ☺️
"
2645,"
Satisfied
"
2646,"
Nice...👍
"
2647,"
Good product must buy
"
2648,"
I'm using regularly for more than 5 to 6 months I guess... It's highly suitable for office use,  also gets dry easily,also it has rain cover, pen ,mobile compartments ... Very good choice for regular light and medium users
"
2649,"
It's a very good quality bag
"
2650,"
Nice bag with lot of space and bag quality is very good
"
2651,"




                    The media could not be loaded.
                



Nice
"
2652,"
Overall use good material and also rain cover is provided
"
2653,"
i don't recommend this bag at all, initially when i ordered this bag i thought it would perfect for college use but when i received it i was greatly disappointed cus as you can see in the above pictures it is of low quality  transparent fabric which would do nothing to protect your books if it gets soaked in the rain or gets any type of liquid spilled.
"
2654,"
Store & bag quality good ☺️
"
2655,"
Satisfied
"
2656,"
Nice...👍
"
2657,"
Good product must buy
"
2658,"
I'm using regularly for more than 5 to 6 months I guess... It's highly suitable for office use,  also gets dry easily,also it has rain cover, pen ,mobile compartments ... Very good choice for regular light and medium users
"
2659,"
It's a very good quality bag
"
2660,"
Good bag for laptop and college
"
2661,"
It's quality and compartment space is very good
"
2662,"
quality is good and much durable
"
2663,"
Nice looking
"
2664,"
Good quality, looking
"
2665,"
Good.  Zip is good must see at later stage
"
2666,"
Very good
"
2667,"
Bag received from Amazon, I am using it regularly and quality of the bag is satisfied.
"
2668,"
Go
"
2669,"
Good bag
"
2670,"
I like this product
"
2671,"
ok ok
"
2672,"
GOOD QUALITY PRODUCT PERTICULARLY FOR SCHOOL BOYS AND GIRLS. IT HAS ENOUGH SPACE HAVING MANY CHAMBERS  FOR CARRYING BOOKS, KHATAS, INSTRUMENT BOX AND TIFFIN BOX.
"
2673,"
Nice
"
2674,"
Awesome product
"
2675,
2676,"




                    The media could not be loaded.
                



I like everything, but i don't like that you're company has not given me full size cover with water proof,
"
2677,"
Bahut accha h
"
2678,"




                    The media could not be loaded.
                


"
2679,"
Good
"
2680,"
Value for money, comfortable, light in weight. The material of the bag is quite good. Overall I really impressed by this bag and I highly recommend. Just go for this.
"
2681,
2682,"
Very good quality
"
2683,"
Bag quality is so good I am reviewing it after 1 year and and is now also good It's cloth quality is so good
"
2684,"
Mast
"
2685,"
AND Value for Money
"
2686,"
Very good product at all
"
2687,"
This bag is awesome but the raincover zip was broken . Otherwise it is better than all companies like skybag etc.. the fabric is wow.
"
2688,"
Average product
"
2689,"
Good
"
2690,"
Nice product. Looking beautiful, solid material use. Its comfortable to carry. Stylish product
"
2691,"
Good quality product
"
2692,"
I didn't like much not much worth of buying it waste of money it's okay if we use the bag for travel not fit for school students it can take much weight I have ordered 2  bags both are waste
"
2693,"
I like it's big size but the raincover was not able to cover the sleeves but all though good bag and the price was also budget friendly.
"
2694,"
Quality of the adjuster is bad.Zip runner quality is okey.Can't use this bag for college and school. If you are going to use for small weight purpose go for it.My recommendation is do a extra stricts in local bag shop.My rating for this bag is. 6.3/10.
"
2695,"
Has many compartments and can carry 2 bottles. Good for school
"
2696,"
Good one for kids for 10-15 yrs
"
2697,"
Zipper quality is not so good
"
2698,"
Good material, nice product, I like this ,
"
2699,"
I like this product
"
2700,"
Highly recommended for 🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️ rain proof 😁😁😁😁😁😁
"
2701,"
Not more good
"
2702,"
This bag is also superb but it's little smaller size but it is best option
"
2703,"
Good product 👌
"
2704,"
Very good product and value for money it's very good quality material used I like that product  and good for college and offices
"
2705,"
Colour is not same as shown
"
2706,"
Good quality. Budget bag.
"
2707,"




                    The media could not be loaded.
                



Good bag thanks to Amazon
"
2708,"
Value for money
"
2709,"
Best quality
"
2710,"
Very good 👍
"
2711,"
Good
"
2712,"
It's quality is very low and also not spacious.
"
2713,"
Looks exactly same as displayed. Stitching, material, zippers are of good quality. The bag doesn't bend even if it not not filled much, which keeps it straight and less bulky. Spacious even for small trips, laptops, and ideal for college use. School children might need a better space than this bag provides.Truly value for money!
"
2714,"
size little big but product is good
"
2715,"
The product came without any damage and in good condition. The bag is ideal for daily use. The compartments are convenient and the zippers in the bag were really good. A bag cover also came with this bag in its reseved compartment at the bottom compartment which is really useful and protective.
"
2716,"
It's a very good product but not light weight. Bag itself has his own weigh and inner space is very not much but comfortable for laptop. Safety of laptop 💻 is priority and that is best in this bag. Hoping company will reduce some weight of the bag
"
2717,
2718,"
Once chain was broken so I replaced and I got another bag. New bags zip broken in one month so will never recommend this brand it's just waste of money. I wish I could give zero star
"
2719,"
I like it very much. It is a laptop and  waterproof bag. Value for money. Light weight. Good zipper. Good quality material is used.
"
2720,"
Quality is very good I am so glad this Bag.
"
2721,"
Amazing quality and light weight
"
2722,"




                    The media could not be loaded.
                



All things are good
"
2723,"
I like this bag QualityValue for money
"
2724,"
Im so happy dish product
"
2725,
2726,"
If you are looking for a descent bag for the purpose of school, carring laptop or office travel, this is the right choice.  This has one rain cover too.
"
2727,"
Nice and spacious ....Good for kids going to school and worth the money
"
2728,"
Dark dabba front side may be bag used already
"
2729,"
Not good but thik hai
"
2730,"
The build quality of the bage is excellent. Very spacious.
"
2731,"
Good one, expected quality product
"
2732,"
Quality is really good.
"
2733,"
The bag is best but in case of rain cover it is back but also it works good if you be more time in rain then the rain cover will starts to leak but the performance is best
"
2734,"
Good quality
"
2735,"
Im satisfy 90% good  Rs 700-800 under best price
"
2736,"
Best
"
2737,"
Quality is very good.Spacious and looks good.Best in this price(I got it for 480rs in offer)
"
2738,"




                    The media could not be loaded.
                



Product is good ,soft touch,zips are smooth and easy to handle light weight good for school students
"
2739,"
Nice product,Good Quality
"
2740,"
Nice bag but product quality is not good as expected. It has low quality material. Not happy with material quality, otherwise the  bag is very nice to carry lots of stuff.
"
2741,"
It's Good Quality Product
"
2742,"
It is worth the money
"
2743,"
Quality is average not worthful price
"
2744,"
Cloth is good quality and also zips good for laptop
"
2745,"
I suggest cash on delivery
"
2746,"
Good in this value.
"
2747,"
Nice and good quality metirial product. Happy for bag
"
2748,"
Good quality, worth to buy
"
2749,"
Avg. Product
"
2750,"
Color is really classy, product quality is good, and it is water resistant. I walked in rain with a laptop in this bag, and my laptop was completely safe. It also have good storage compartments.
"
2751,"
The material and the product quality is good. Bag size is perfect with more compartments.Purchased for my regular usage.
"
2752,"
Book is extremely comfortable.Go for it.It looks too good to carry in office.Also the space and quality of perfect
"
2753,"
Gud quality worth for money ₹1699
"
2754,"
The zipper of the bag broke within 2 months of usage i cant use the bag anymore i paid such a high cost for the product
"
2755,"
VALUE FOR MONEY
"
2756,"
The quality won’t sustain when you say you want a backpack. It is okay for light luggage if you understand what’s I mean
"
2757,"
The bag is good and the zipper quality is fined.
"
2758,"
Very good and value for money product
"
2759,"
Colour looks Darker compared to the picture mentioned above
"
2760,"
Color is really classy, product quality is good, and it is water resistant. I walked in rain with a laptop in this bag, and my laptop was completely safe. It also have good storage compartments.
"
2761,"
The material and the product quality is good. Bag size is perfect with more compartments.Purchased for my regular usage.
"
2762,"
Book is extremely comfortable.Go for it.It looks too good to carry in office.Also the space and quality of perfect
"
2763,"
Gud quality worth for money ₹1699
"
2764,"
The zipper of the bag broke within 2 months of usage i cant use the bag anymore i paid such a high cost for the product
"
2765,"
VALUE FOR MONEY
"
2766,"
The quality won’t sustain when you say you want a backpack. It is okay for light luggage if you understand what’s I mean
"
2767,"
The bag is good and the zipper quality is fined.
"
2768,"
Very good and value for money product
"
2769,"
Colour looks Darker compared to the picture mentioned above
"
2770,"
Nice one
"
2771,"
Product is good; good for office going and one day trips
"
2772,"
Bag has very good look and adequate volume.
"
2773,"
I like very much this bag
"
2774,"
👌 best
"
2775,"
Awesome Bag and yeah, Always Tommy Hilfiger will be costly only
"
2776,"
Looks Awesome 🔥Quality Normal 🫡
"
2777,
2778,"




                    The media could not be loaded.
                



""Your bag exceeded my expectations! The quality, durability, and thoughtful design make it the perfect companion for my daily adventures, truly stands out.""
"
2779,"
Can I return this though return window is closedIt’s too big for my usePlease let me know
"
2780,"
So so
"
2781,"
The bag looks very premium and decent
"
2782,"
Amazing product, Thank you Amazon.
"
2783,"
Nice product
"
2784,"
This sleek and functional backpack has truly exceeded all my expectations, and I can confidently say it's a must-have for anyone seeking both style and practicality.The first thing that caught my attention was its sophisticated design. Tommy Hilfiger's attention to detail is evident in the sleek silhouette and premium materials.Pros:-Stylish DesignSpacious and well organisedLaptop protectionComfortable to wearConsLimited colour optionPrice is bit Higher compared to other bags
"
2785,"
Compare to my expectations is very poor & quality of cost is ok just like only .
"
2786,"
Good Value for Money Fashion Brand
"
2787,"
Good Quality bag from Tomy hilfinger good material Nice texture of material zip quality is very good enough compartment to store leptop , ipad , other things
"
2788,"
WYSIWYG....
"
2789,"
Sturdy strap. Nice size but not enough to accommodate 15 inch laptop. Rest is fine.
"
